head,relation,tail,verdict_qwen,verdict_gpt
base station,forwards,signals,yes,yes
base station,forwards,radio signals,yes,yes
base station,forwards,data to mobile,yes,yes
base station,enables,carrier signal,yes,yes
base station,receives,signal from mobile,yes,yes
base station,receives,signal from device,yes,yes
source base station,communicates_with,base station,yes,yes
source base station,forwards,data,yes,yes
source base station,forwards,message,,yes
target base station,forwards,the message,yes,yes
target base station,forwards,the data,,yes
target base station,forwards,the ip,,yes
target base station,provides,the service,yes,no
target base station,receives,the mobile device,,yes
target base station,provides,gateway address,,yes
target base station,receives,the source station,yes,yes
target base station,supports,the device,,yes
target base station,supports,its host,yes,no
target base station,communicates_with,the gateway,yes,yes
target base station,forwards,data to mobile device,yes,yes
target base station,supports,source station,yes,yes
target base station,forwards,message to source base station,yes,yes
target base station,forwards,frame to the carrier,no,yes
target base station,provides,address of the station,yes,no
target base station,provides,gateway to the mobile,yes,no
target base station,provides,service of the base,yes,no
target base station,supports,the mobile device,no,yes
target base station,supports,the channel,yes,yes
target base station,supports,the source station,no,yes
source base station,forwards,data to mobile device,yes,yes
target base station,supports,carrier,yes,no
target base station,receives,source base station,,yes
target base station,receives,the frame,yes,yes
mme,communicates_with,the base station,yes,yes
target base station,receives,the destination address,yes,yes
source base station,forwards,message to mobile device,,yes
mme,enables,signal,no,yes
serving gateway,receives,carrier data,yes,no
serving gateway,is_a,device,yes,yes
serving gateway,sends,to the base station,yes,no
target base station,communicates_with,gateway,yes,yes
target base station,forwards,data to device,yes,yes
target base station,communicates_with,the base station,yes,yes
target base station,forwards,gateway to base,yes,no
target base station,provides,signal to device,yes,yes
target base station,forwards,signal to mobile,yes,yes
target base station,forwards,frame to ap,,yes
target base station,provides,gateway to mobile,yes,no
target base station,provides,carrier to mobile,yes,yes
source base station,forwards,gateway,,yes
target base station,receives,the station,yes,no
target base station,forwards,data,yes,yes
target base station,forwards,gateway,,yes
serving gateway,sends,device data,yes,yes
serving gateway,sends,mobile data,yes,yes
serving gateway,sends,base station data,yes,
serving gateway,sends,data to device,yes,no
serving gateway,sends,data to mobile,yes,yes
target base station,provides,data,,yes
target base station,receives,gateway,,yes
target base station,supports,gateway,yes,yes
tunnel,enables,data forward,yes,yes
target base station,supports,network,yes,yes
target base station,supports,data channel,yes,yes
mobile ip,enables,address management,,yes
mobile ip,provides,service,yes,yes
mobile ip,implements,control message,,yes
mobile ip,implements,data transmission,,yes
mobile ip,provides,network service,yes,yes
mobile ip,runs_on,mobile device,yes,yes
mobile ip,supports,wireless network,yes,yes
mobile ip,supports,internet protocol,,yes
mobile ip,provides,mobility service,yes,yes
mobile ip,supports,mobile devices,yes,yes
mobile ip,implements,control protocol,no,yes
mobile ip,implements,message transmission,yes,yes
mobile ip,supports,cellular network,yes,yes
mobile ip,supports,data channel,yes,yes
mobile ip,implements,control messages,no,yes
mobile ip,provides,address service,yes,yes
mobile ip,runs_on,wireless network,yes,yes
home network,communicates_with,internet,yes,yes
mobile ip,runs_on,device,yes,yes
home network,communicates_with,mobile network,,yes
mobile ip,supports,cellular service,yes,yes
home agent,forwards,mobile device,,yes
home agent,forwards,visited network,no,yes
home agent,forwards,wireless data,,yes
indirect routing,causes,visited networks,yes,yes
foreign agent,provides,address,yes,yes
foreign agent,provides,service,yes,yes
home agent,forwards,mobile data,yes,yes
home agent,forwards,network data,yes,yes
foreign agent,provides,gateway address,,yes
home agent,forwards,remote device,,yes
tunneling,supports,protocol,,yes
tunneling,supports,mobile ip,yes,yes
tunneling,supports,service,yes,yes
tunneling,supports,network,yes,yes
mobile ip,enables,device address,yes,yes
mobile ip,enables,remote device,yes,no
mobile ip,enables,wireless device,yes,yes
mobile ip,provides,address management,,yes
mobile ip,supports,wireless device,yes,yes
mobile ip,runs_on,network layer,yes,yes
wireless link,enables,network mobility,yes,yes
mobile ip,supports,data service,yes,yes
wireless link,enables,wireless communication,yes,yes
wireless link,enables,cellular network,yes,yes
bluetooth,implements,data transmission,yes,yes
bluetooth,operates_at,access layer,,yes
bluetooth,implements,protocol,no,yes
mobile ip,provides,mobility management,yes,yes
bluetooth,supports,wireless,yes,yes
bluetooth,enables,wireless networks,yes,yes
mobile ip,enables,internet address,yes,yes
mobile ip,enables,mobile,yes,no
bluetooth,supports,radio network,yes,yes
mobile ip,runs_on,mobile network,,yes
mobile ip,runs_on,cellular network,yes,yes
mobile ip,runs_on,ip layer,,yes
base station,sends,to mobile stations,yes,no
base station,operates_at,carrier system,yes,no
mobile ip,supports,mobility,yes,yes
base station,forwards,radio broadcast,no,yes
base station,connects_to,broadcast hub,no,yes
base station,sends,to device,yes,no
base station,receives,home station,no,yes
mobile device,communicates_with,home hs,no,yes
mobile device,communicates_with,pd gateway,yes,yes
mobile device,sends,its data,yes,yes
mobile device,sends,cellular data,yes,yes
mobile device,sends,network address,no,yes
mme,enables,control network,no,yes
mme,enables,data network,yes,yes
mme,enables,remote device,,yes
base station,enables,control plane,no,yes
base station,receives,access data,yes,no
base station,enables,control protocol,no,yes
base station,receives,the data,yes,yes
base station,sends,its gateway,yes,no
mme,enables,cellular architecture,yes,yes
mobile device,connects_to,wireless g,yes,yes
mobile device,provides,radio layer,no,yes
base station,connects_to,wireless,no,yes
base station,operates_at,the wireless access layer,yes,yes
base station,sends,a mobile device,yes,no
base station,is_a,network gateway,yes,no
cdma,provides,control channel,no,yes
cdma,provides,network service,yes,yes
wifi,supports,wireless network,yes,yes
lte,supports,control channel,yes,yes
wifi,supports,ap link,yes,yes
wifi,supports,802 channel,no,yes
lte,supports,broadcast transmission,yes,yes
lte,supports,network,no,yes
base station,communicates_with,mobile station,yes,yes
base station,connects_to,node,yes,yes
base station,connects_to,station,yes,yes
base station,enables,maximum rate,yes,yes
base station,enables,access link,yes,yes
base station,enables,node transmission,yes,yes
base station,operates_at,wireless channel,,yes
base station,connects_to,nodes,yes,yes
base station,sends,transmission,yes,yes
base station,enables,transmission,yes,yes
base station,enables,transmitting rate,,yes
base station,receives,transmission,yes,yes
base station,forwards,transmitting signal,,yes
base station,sends,broadcast to the node,yes,no
tunnel,enables,data routing,no,yes
tunnel,enables,network routing,,yes
tunnel,enables,remote network,yes,yes
cryptography,provides,security,yes,yes
cryptography,provides,information security,yes,yes
cryptography,provides,network security,yes,yes
cryptography,provides,data security,yes,yes
encryption algorithm,requires,data,yes,yes
anchor point,supports,mobile network,yes,yes
encryption algorithm,requires,message,yes,yes
encryption algorithm,requires,bit sequence,yes,yes
decryption algorithm,requires,message,yes,yes
decryption algorithm,requires,buffer sequence,,yes
decryption algorithm,requires,data,yes,yes
decryption algorithm,requires,bit,,yes
decryption algorithm,requires,byte value,yes,no
tls,provides,message transmission,yes,yes
tls,requires,protocol,yes,no
tls,supports,data,no,yes
tls,requires,data,,yes
ipsec,contains,protocol,,yes
ipsec,contains,data,no,yes
ipsec,operates_at,internet layer,yes,yes
ipsec,has_part,protocol,no,yes
ipsec,contains,information,no,yes
ipsec,provides,data transmission,yes,yes
ipsec,provides,protocols,yes,no
ipsec,supports,network layer,no,yes
ipsec,supports,data channel,yes,yes
ipsec,supports,ip,yes,yes
block cipher,implements,algorithm,yes,no
block cipher,requires,block bit data,yes,yes
block cipher,requires,bit sequence of data,yes,yes
block cipher,requires,bit sequence,yes,yes
block cipher,requires,data buffer,yes,yes
block cipher,requires,bit,no,yes
block cipher,requires,sequence of bit,no,yes
des,requires,multiple bits,yes,no
block cipher,requires,sequence of bits,yes,yes
des,requires,bits,yes,yes
des,requires,bits sequence,yes,yes
des,requires,bits number,yes,yes
aes,requires,bit length,yes,yes
public key cryptography,requires,software,no,yes
block cipher,requires,byte buffer,no,yes
public key cryptography,requires,information,no,yes
public key cryptography,requires,computer software,yes,yes
public key cryptography,requires,data management,yes,no
digital signature,enables,message,no,yes
digital signature,enables,protocol,no,yes
digital signature,requires,user,no,yes
digital signature,requires,data,yes,yes
digital signature,requires,service,yes,no
digital signature,provides,service,yes,yes
public key cryptography,provides,service,yes,yes
public key cryptography,requires,a program,no,yes
public key cryptography,requires,a protocol,yes,no
public key cryptography,requires,the user,no,yes
rsa,requires,message,yes,yes
rsa,requires,data,yes,yes
rsa,requires,bit,yes,yes
rsa,requires,the data,no,yes
rsa,requires,the message,yes,yes
decryption algorithm,requires,number,yes,no
rsa,has_part,p,yes,no
rsa,has_part,d,yes,yes
